"ind.row"	"ind.col"	"rnm"	"cnm"
"5041"	164	86	"Gadiv-XYl2 NOX INS"	"BAZAN6-SO2 SO2FCC_Stat"
"5042"	280	86	"mahzam 30 WIND-DIR"	"BAZAN6-SO2 SO2FCC_Stat"
"5043"	281	86	"mahzam 30 WIND-V6"	"BAZAN6-SO2 SO2FCC_Stat"
"5044"	287	86	"mahzam 40 WIND-DIR"	"BAZAN6-SO2 SO2FCC_Stat"
"5045"	288	86	"mahzam 40 WIND-V6"	"BAZAN6-SO2 SO2FCC_Stat"
"5046"	331	86	"Neve Yosef ITemp"	"BAZAN6-SO2 SO2FCC_Stat"
"5047"	337	86	"Neve Yosef TEMP"	"BAZAN6-SO2 SO2FCC_Stat"
"5048"	338	86	"Neve Yosef WDD"	"BAZAN6-SO2 SO2FCC_Stat"
"5049"	340	86	"OP-BZN1 B201B CU3"	"BAZAN6-SO2 SO2FCC_Stat"
"5050"	341	86	"OP-BZN1 cu1 B4"	"BAZAN6-SO2 SO2FCC_Stat"
"5051"	344	86	"OP-BZN1 Opa21"	"BAZAN6-SO2 SO2FCC_Stat"
"5052"	347	86	"OP-BZN1 OpaC4"	"BAZAN6-SO2 SO2FCC_Stat"
"5053"	349	86	"OP-BZN1 OpaFC"	"BAZAN6-SO2 SO2FCC_Stat"
"5054"	354	86	"OP-BZN1 OPB31-Stat"	"BAZAN6-SO2 SO2FCC_Stat"
"5055"	355	86	"OP-BZN1 STAT1"	"BAZAN6-SO2 SO2FCC_Stat"
"5056"	356	86	"OP-BZN1 STAT2"	"BAZAN6-SO2 SO2FCC_Stat"
"5057"	357	86	"OP-BZN1 STAT3"	"BAZAN6-SO2 SO2FCC_Stat"
"5058"	358	86	"OP-BZN1 STAT5"	"BAZAN6-SO2 SO2FCC_Stat"
"5059"	361	86	"OP-GADIV STAT1"	"BAZAN6-SO2 SO2FCC_Stat"
"5060"	367	86	"OP-HCU Stat-HCU"	"BAZAN6-SO2 SO2FCC_Stat"
"5061"	368	86	"OP-HCU Stat-HPU"	"BAZAN6-SO2 SO2FCC_Stat"
"5062"	394	86	"Yizraelia ITemp"	"BAZAN6-SO2 SO2FCC_Stat"
"5063"	402	86	"Yizraelia RH"	"BAZAN6-SO2 SO2FCC_Stat"
"5064"	403	86	"Yizraelia TEMP"	"BAZAN6-SO2 SO2FCC_Stat"
"5065"	404	86	"Yizraelia WDD"	"BAZAN6-SO2 SO2FCC_Stat"
"5066"	405	86	"Yizraelia WDS"	"BAZAN6-SO2 SO2FCC_Stat"
"5116"	89	88	"BAZAN6-SO2 SO2S4"	"BAZAN6-SO2 SO2S3-Stat"
"5117"	90	88	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN6-SO2 SO2S3-Stat"
"5118"	94	88	"CAOL RTO Status"	"BAZAN6-SO2 SO2S3-Stat"
"5119"	96	88	"CAOL_New Boiler1-Stat"	"BAZAN6-SO2 SO2S3-Stat"
"5120"	97	88	"CAOL_New Boiler2-Stat"	"BAZAN6-SO2 SO2S3-Stat"
"5121"	98	88	"CAOL_New Boiler3-Stat"	"BAZAN6-SO2 SO2S3-Stat"
"5122"	99	88	"CAOL_New NOB1"	"BAZAN6-SO2 SO2S3-Stat"
"5123"	100	88	"CAOL_New NOB2"	"BAZAN6-SO2 SO2S3-Stat"
"5124"	101	88	"CAOL_New NOB3"	"BAZAN6-SO2 SO2S3-Stat"
"5125"	102	88	"CAOL_New Stat_NOx_B1"	"BAZAN6-SO2 SO2S3-Stat"
"5126"	103	88	"CAOL_New Stat_Nox_B2"	"BAZAN6-SO2 SO2S3-Stat"
"5127"	104	88	"CAOL_New Stat_Nox_B3"	"BAZAN6-SO2 SO2S3-Stat"
"5128"	120	88	"CAUL STAT1"	"BAZAN6-SO2 SO2S3-Stat"
"5129"	121	88	"CAUL STAT2"	"BAZAN6-SO2 SO2S3-Stat"
"5130"	122	88	"CAUL STAT3"	"BAZAN6-SO2 SO2S3-Stat"
"5131"	123	88	"D.CARMEL ITemp"	"BAZAN6-SO2 SO2S3-Stat"
"5132"	125	88	"D.CARMEL RH"	"BAZAN6-SO2 SO2S3-Stat"
"5133"	127	88	"D.CARMEL StWd"	"BAZAN6-SO2 SO2S3-Stat"
"5134"	128	88	"D.CARMEL TEMP"	"BAZAN6-SO2 SO2S3-Stat"
"5135"	130	88	"D.CARMEL WDS"	"BAZAN6-SO2 SO2S3-Stat"
"5136"	144	88	"Flares NEWFF"	"BAZAN6-SO2 SO2S3-Stat"
"5137"	145	88	"Flares OLDFF"	"BAZAN6-SO2 SO2S3-Stat"
"5138"	147	88	"GADIV CTO Status"	"BAZAN6-SO2 SO2S3-Stat"
"5139"	153	88	"GADIV_OPER PRX-start"	"BAZAN6-SO2 SO2S3-Stat"
"5140"	154	88	"GADIV_OPER SPL_start"	"BAZAN6-SO2 SO2S3-Stat"
"5141"	155	88	"GADIV_OPER TOL-start"	"BAZAN6-SO2 SO2S3-Stat"
"5142"	156	88	"GADIV_OPER XYL-start"	"BAZAN6-SO2 SO2S3-Stat"
"5143"	158	88	"Gadiv-AS2XYL1 NOX INS"	"BAZAN6-SO2 SO2S3-Stat"
"5144"	160	88	"Gadiv-PAREX NOX INS"	"BAZAN6-SO2 SO2S3-Stat"
"5145"	162	88	"Gadiv-TOL NOX INS"	"BAZAN6-SO2 SO2S3-Stat"
"5146"	164	88	"Gadiv-XYl2 NOX INS"	"BAZAN6-SO2 SO2S3-Stat"
"5147"	280	88	"mahzam 30 WIND-DIR"	"BAZAN6-SO2 SO2S3-Stat"
"5148"	281	88	"mahzam 30 WIND-V6"	"BAZAN6-SO2 SO2S3-Stat"
"5149"	287	88	"mahzam 40 WIND-DIR"	"BAZAN6-SO2 SO2S3-Stat"
"5150"	288	88	"mahzam 40 WIND-V6"	"BAZAN6-SO2 SO2S3-Stat"
"5151"	331	88	"Neve Yosef ITemp"	"BAZAN6-SO2 SO2S3-Stat"
"5152"	337	88	"Neve Yosef TEMP"	"BAZAN6-SO2 SO2S3-Stat"
"5153"	338	88	"Neve Yosef WDD"	"BAZAN6-SO2 SO2S3-Stat"
"5154"	340	88	"OP-BZN1 B201B CU3"	"BAZAN6-SO2 SO2S3-Stat"
"5155"	341	88	"OP-BZN1 cu1 B4"	"BAZAN6-SO2 SO2S3-Stat"
"5156"	347	88	"OP-BZN1 OpaC4"	"BAZAN6-SO2 SO2S3-Stat"
"5157"	354	88	"OP-BZN1 OPB31-Stat"	"BAZAN6-SO2 SO2S3-Stat"
"5158"	355	88	"OP-BZN1 STAT1"	"BAZAN6-SO2 SO2S3-Stat"
"5159"	356	88	"OP-BZN1 STAT2"	"BAZAN6-SO2 SO2S3-Stat"
"5160"	357	88	"OP-BZN1 STAT3"	"BAZAN6-SO2 SO2S3-Stat"
"5161"	358	88	"OP-BZN1 STAT5"	"BAZAN6-SO2 SO2S3-Stat"
"5162"	361	88	"OP-GADIV STAT1"	"BAZAN6-SO2 SO2S3-Stat"
"5163"	367	88	"OP-HCU Stat-HCU"	"BAZAN6-SO2 SO2S3-Stat"
"5164"	368	88	"OP-HCU Stat-HPU"	"BAZAN6-SO2 SO2S3-Stat"
"5165"	394	88	"Yizraelia ITemp"	"BAZAN6-SO2 SO2S3-Stat"
"5166"	402	88	"Yizraelia RH"	"BAZAN6-SO2 SO2S3-Stat"
"5167"	403	88	"Yizraelia TEMP"	"BAZAN6-SO2 SO2S3-Stat"
"5168"	404	88	"Yizraelia WDD"	"BAZAN6-SO2 SO2S3-Stat"
"5169"	405	88	"Yizraelia WDS"	"BAZAN6-SO2 SO2S3-Stat"
"5218"	90	89	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN6-SO2 SO2S4"
"5219"	94	89	"CAOL RTO Status"	"BAZAN6-SO2 SO2S4"
"5220"	96	89	"CAOL_New Boiler1-Stat"	"BAZAN6-SO2 SO2S4"
"5221"	97	89	"CAOL_New Boiler2-Stat"	"BAZAN6-SO2 SO2S4"
"5222"	98	89	"CAOL_New Boiler3-Stat"	"BAZAN6-SO2 SO2S4"
"5223"	99	89	"CAOL_New NOB1"	"BAZAN6-SO2 SO2S4"
"5224"	100	89	"CAOL_New NOB2"	"BAZAN6-SO2 SO2S4"
"5225"	101	89	"CAOL_New NOB3"	"BAZAN6-SO2 SO2S4"
"5226"	102	89	"CAOL_New Stat_NOx_B1"	"BAZAN6-SO2 SO2S4"
"5227"	103	89	"CAOL_New Stat_Nox_B2"	"BAZAN6-SO2 SO2S4"
"5228"	104	89	"CAOL_New Stat_Nox_B3"	"BAZAN6-SO2 SO2S4"
"5229"	120	89	"CAUL STAT1"	"BAZAN6-SO2 SO2S4"
"5230"	121	89	"CAUL STAT2"	"BAZAN6-SO2 SO2S4"
"5231"	122	89	"CAUL STAT3"	"BAZAN6-SO2 SO2S4"
"5232"	123	89	"D.CARMEL ITemp"	"BAZAN6-SO2 SO2S4"
"5233"	125	89	"D.CARMEL RH"	"BAZAN6-SO2 SO2S4"
"5234"	127	89	"D.CARMEL StWd"	"BAZAN6-SO2 SO2S4"
"5235"	128	89	"D.CARMEL TEMP"	"BAZAN6-SO2 SO2S4"
"5236"	144	89	"Flares NEWFF"	"BAZAN6-SO2 SO2S4"
"5237"	145	89	"Flares OLDFF"	"BAZAN6-SO2 SO2S4"
"5238"	147	89	"GADIV CTO Status"	"BAZAN6-SO2 SO2S4"
"5239"	153	89	"GADIV_OPER PRX-start"	"BAZAN6-SO2 SO2S4"
"5240"	154	89	"GADIV_OPER SPL_start"	"BAZAN6-SO2 SO2S4"
"5241"	155	89	"GADIV_OPER TOL-start"	"BAZAN6-SO2 SO2S4"
"5242"	156	89	"GADIV_OPER XYL-start"	"BAZAN6-SO2 SO2S4"
"5243"	158	89	"Gadiv-AS2XYL1 NOX INS"	"BAZAN6-SO2 SO2S4"
"5244"	160	89	"Gadiv-PAREX NOX INS"	"BAZAN6-SO2 SO2S4"
"5245"	162	89	"Gadiv-TOL NOX INS"	"BAZAN6-SO2 SO2S4"
"5246"	164	89	"Gadiv-XYl2 NOX INS"	"BAZAN6-SO2 SO2S4"
"5247"	280	89	"mahzam 30 WIND-DIR"	"BAZAN6-SO2 SO2S4"
"5248"	281	89	"mahzam 30 WIND-V6"	"BAZAN6-SO2 SO2S4"
"5249"	287	89	"mahzam 40 WIND-DIR"	"BAZAN6-SO2 SO2S4"
"5250"	288	89	"mahzam 40 WIND-V6"	"BAZAN6-SO2 SO2S4"
"5251"	331	89	"Neve Yosef ITemp"	"BAZAN6-SO2 SO2S4"
"5252"	337	89	"Neve Yosef TEMP"	"BAZAN6-SO2 SO2S4"
"5253"	338	89	"Neve Yosef WDD"	"BAZAN6-SO2 SO2S4"
"5254"	354	89	"OP-BZN1 OPB31-Stat"	"BAZAN6-SO2 SO2S4"
"5255"	355	89	"OP-BZN1 STAT1"	"BAZAN6-SO2 SO2S4"
"5256"	356	89	"OP-BZN1 STAT2"	"BAZAN6-SO2 SO2S4"
"5257"	357	89	"OP-BZN1 STAT3"	"BAZAN6-SO2 SO2S4"
"5258"	358	89	"OP-BZN1 STAT5"	"BAZAN6-SO2 SO2S4"
"5259"	361	89	"OP-GADIV STAT1"	"BAZAN6-SO2 SO2S4"
"5260"	367	89	"OP-HCU Stat-HCU"	"BAZAN6-SO2 SO2S4"
"5261"	368	89	"OP-HCU Stat-HPU"	"BAZAN6-SO2 SO2S4"
"5262"	394	89	"Yizraelia ITemp"	"BAZAN6-SO2 SO2S4"
"5263"	402	89	"Yizraelia RH"	"BAZAN6-SO2 SO2S4"
"5264"	403	89	"Yizraelia TEMP"	"BAZAN6-SO2 SO2S4"
"5265"	404	89	"Yizraelia WDD"	"BAZAN6-SO2 SO2S4"
"5266"	405	89	"Yizraelia WDS"	"BAZAN6-SO2 SO2S4"
"5322"	94	90	"CAOL RTO Status"	"BAZAN6-SO2 SO2S4-Stat"
"5323"	96	90	"CAOL_New Boiler1-Stat"	"BAZAN6-SO2 SO2S4-Stat"
"5324"	97	90	"CAOL_New Boiler2-Stat"	"BAZAN6-SO2 SO2S4-Stat"
"5325"	98	90	"CAOL_New Boiler3-Stat"	"BAZAN6-SO2 SO2S4-Stat"
"5326"	99	90	"CAOL_New NOB1"	"BAZAN6-SO2 SO2S4-Stat"
"5327"	100	90	"CAOL_New NOB2"	"BAZAN6-SO2 SO2S4-Stat"
"5328"	101	90	"CAOL_New NOB3"	"BAZAN6-SO2 SO2S4-Stat"
"5329"	102	90	"CAOL_New Stat_NOx_B1"	"BAZAN6-SO2 SO2S4-Stat"
"5330"	103	90	"CAOL_New Stat_Nox_B2"	"BAZAN6-SO2 SO2S4-Stat"
"5331"	104	90	"CAOL_New Stat_Nox_B3"	"BAZAN6-SO2 SO2S4-Stat"
"5332"	120	90	"CAUL STAT1"	"BAZAN6-SO2 SO2S4-Stat"
"5333"	121	90	"CAUL STAT2"	"BAZAN6-SO2 SO2S4-Stat"
"5334"	122	90	"CAUL STAT3"	"BAZAN6-SO2 SO2S4-Stat"
"5335"	123	90	"D.CARMEL ITemp"	"BAZAN6-SO2 SO2S4-Stat"
"5336"	125	90	"D.CARMEL RH"	"BAZAN6-SO2 SO2S4-Stat"
"5337"	127	90	"D.CARMEL StWd"	"BAZAN6-SO2 SO2S4-Stat"
"5338"	128	90	"D.CARMEL TEMP"	"BAZAN6-SO2 SO2S4-Stat"
"5339"	129	90	"D.CARMEL WDD"	"BAZAN6-SO2 SO2S4-Stat"
"5340"	130	90	"D.CARMEL WDS"	"BAZAN6-SO2 SO2S4-Stat"
"5341"	144	90	"Flares NEWFF"	"BAZAN6-SO2 SO2S4-Stat"
"5342"	145	90	"Flares OLDFF"	"BAZAN6-SO2 SO2S4-Stat"
"5343"	147	90	"GADIV CTO Status"	"BAZAN6-SO2 SO2S4-Stat"
"5344"	153	90	"GADIV_OPER PRX-start"	"BAZAN6-SO2 SO2S4-Stat"
"5345"	154	90	"GADIV_OPER SPL_start"	"BAZAN6-SO2 SO2S4-Stat"
"5346"	155	90	"GADIV_OPER TOL-start"	"BAZAN6-SO2 SO2S4-Stat"
"5347"	156	90	"GADIV_OPER XYL-start"	"BAZAN6-SO2 SO2S4-Stat"
"5348"	158	90	"Gadiv-AS2XYL1 NOX INS"	"BAZAN6-SO2 SO2S4-Stat"
"5349"	160	90	"Gadiv-PAREX NOX INS"	"BAZAN6-SO2 SO2S4-Stat"
"5350"	162	90	"Gadiv-TOL NOX INS"	"BAZAN6-SO2 SO2S4-Stat"
"5351"	164	90	"Gadiv-XYl2 NOX INS"	"BAZAN6-SO2 SO2S4-Stat"
"5352"	280	90	"mahzam 30 WIND-DIR"	"BAZAN6-SO2 SO2S4-Stat"
"5353"	281	90	"mahzam 30 WIND-V6"	"BAZAN6-SO2 SO2S4-Stat"
"5354"	287	90	"mahzam 40 WIND-DIR"	"BAZAN6-SO2 SO2S4-Stat"
"5355"	288	90	"mahzam 40 WIND-V6"	"BAZAN6-SO2 SO2S4-Stat"
"5356"	331	90	"Neve Yosef ITemp"	"BAZAN6-SO2 SO2S4-Stat"
"5357"	337	90	"Neve Yosef TEMP"	"BAZAN6-SO2 SO2S4-Stat"
"5358"	338	90	"Neve Yosef WDD"	"BAZAN6-SO2 SO2S4-Stat"
"5359"	340	90	"OP-BZN1 B201B CU3"	"BAZAN6-SO2 SO2S4-Stat"
"5360"	341	90	"OP-BZN1 cu1 B4"	"BAZAN6-SO2 SO2S4-Stat"
"5361"	344	90	"OP-BZN1 Opa21"	"BAZAN6-SO2 SO2S4-Stat"
"5362"	347	90	"OP-BZN1 OpaC4"	"BAZAN6-SO2 SO2S4-Stat"
"5363"	349	90	"OP-BZN1 OpaFC"	"BAZAN6-SO2 SO2S4-Stat"
"5364"	354	90	"OP-BZN1 OPB31-Stat"	"BAZAN6-SO2 SO2S4-Stat"
"5365"	355	90	"OP-BZN1 STAT1"	"BAZAN6-SO2 SO2S4-Stat"
"5366"	356	90	"OP-BZN1 STAT2"	"BAZAN6-SO2 SO2S4-Stat"
"5367"	357	90	"OP-BZN1 STAT3"	"BAZAN6-SO2 SO2S4-Stat"
"5368"	358	90	"OP-BZN1 STAT5"	"BAZAN6-SO2 SO2S4-Stat"
"5369"	361	90	"OP-GADIV STAT1"	"BAZAN6-SO2 SO2S4-Stat"
"5370"	367	90	"OP-HCU Stat-HCU"	"BAZAN6-SO2 SO2S4-Stat"
"5371"	368	90	"OP-HCU Stat-HPU"	"BAZAN6-SO2 SO2S4-Stat"
"5372"	394	90	"Yizraelia ITemp"	"BAZAN6-SO2 SO2S4-Stat"
"5373"	402	90	"Yizraelia RH"	"BAZAN6-SO2 SO2S4-Stat"
"5374"	403	90	"Yizraelia TEMP"	"BAZAN6-SO2 SO2S4-Stat"
"5375"	404	90	"Yizraelia WDD"	"BAZAN6-SO2 SO2S4-Stat"
"5376"	405	90	"Yizraelia WDS"	"BAZAN6-SO2 SO2S4-Stat"
"5436"	96	94	"CAOL_New Boiler1-Stat"	"CAOL RTO Status"
"5437"	97	94	"CAOL_New Boiler2-Stat"	"CAOL RTO Status"
"5438"	98	94	"CAOL_New Boiler3-Stat"	"CAOL RTO Status"
"5439"	99	94	"CAOL_New NOB1"	"CAOL RTO Status"
"5440"	100	94	"CAOL_New NOB2"	"CAOL RTO Status"
"5441"	101	94	"CAOL_New NOB3"	"CAOL RTO Status"
"5442"	102	94	"CAOL_New Stat_NOx_B1"	"CAOL RTO Status"
"5443"	103	94	"CAOL_New Stat_Nox_B2"	"CAOL RTO Status"
"5444"	104	94	"CAOL_New Stat_Nox_B3"	"CAOL RTO Status"
"5445"	120	94	"CAUL STAT1"	"CAOL RTO Status"
"5446"	121	94	"CAUL STAT2"	"CAOL RTO Status"
"5447"	122	94	"CAUL STAT3"	"CAOL RTO Status"
"5448"	123	94	"D.CARMEL ITemp"	"CAOL RTO Status"
"5449"	125	94	"D.CARMEL RH"	"CAOL RTO Status"
"5450"	127	94	"D.CARMEL StWd"	"CAOL RTO Status"
"5451"	128	94	"D.CARMEL TEMP"	"CAOL RTO Status"
"5452"	129	94	"D.CARMEL WDD"	"CAOL RTO Status"
"5453"	130	94	"D.CARMEL WDS"	"CAOL RTO Status"
"5454"	144	94	"Flares NEWFF"	"CAOL RTO Status"
"5455"	145	94	"Flares OLDFF"	"CAOL RTO Status"
"5456"	147	94	"GADIV CTO Status"	"CAOL RTO Status"
"5457"	153	94	"GADIV_OPER PRX-start"	"CAOL RTO Status"
"5458"	154	94	"GADIV_OPER SPL_start"	"CAOL RTO Status"
"5459"	155	94	"GADIV_OPER TOL-start"	"CAOL RTO Status"
"5460"	156	94	"GADIV_OPER XYL-start"	"CAOL RTO Status"
"5461"	158	94	"Gadiv-AS2XYL1 NOX INS"	"CAOL RTO Status"
"5462"	160	94	"Gadiv-PAREX NOX INS"	"CAOL RTO Status"
"5463"	162	94	"Gadiv-TOL NOX INS"	"CAOL RTO Status"
"5464"	164	94	"Gadiv-XYl2 NOX INS"	"CAOL RTO Status"
"5465"	280	94	"mahzam 30 WIND-DIR"	"CAOL RTO Status"
"5466"	281	94	"mahzam 30 WIND-V6"	"CAOL RTO Status"
"5467"	287	94	"mahzam 40 WIND-DIR"	"CAOL RTO Status"
"5468"	288	94	"mahzam 40 WIND-V6"	"CAOL RTO Status"
"5469"	331	94	"Neve Yosef ITemp"	"CAOL RTO Status"
"5470"	337	94	"Neve Yosef TEMP"	"CAOL RTO Status"
"5471"	338	94	"Neve Yosef WDD"	"CAOL RTO Status"
"5472"	341	94	"OP-BZN1 cu1 B4"	"CAOL RTO Status"
"5473"	344	94	"OP-BZN1 Opa21"	"CAOL RTO Status"
"5474"	347	94	"OP-BZN1 OpaC4"	"CAOL RTO Status"
"5475"	349	94	"OP-BZN1 OpaFC"	"CAOL RTO Status"
"5476"	354	94	"OP-BZN1 OPB31-Stat"	"CAOL RTO Status"
"5477"	355	94	"OP-BZN1 STAT1"	"CAOL RTO Status"
"5478"	356	94	"OP-BZN1 STAT2"	"CAOL RTO Status"
"5479"	357	94	"OP-BZN1 STAT3"	"CAOL RTO Status"
"5480"	358	94	"OP-BZN1 STAT5"	"CAOL RTO Status"
"5481"	361	94	"OP-GADIV STAT1"	"CAOL RTO Status"
"5482"	367	94	"OP-HCU Stat-HCU"	"CAOL RTO Status"
"5483"	368	94	"OP-HCU Stat-HPU"	"CAOL RTO Status"
"5484"	394	94	"Yizraelia ITemp"	"CAOL RTO Status"
"5485"	402	94	"Yizraelia RH"	"CAOL RTO Status"
"5486"	403	94	"Yizraelia TEMP"	"CAOL RTO Status"
"5487"	404	94	"Yizraelia WDD"	"CAOL RTO Status"
"5488"	405	94	"Yizraelia WDS"	"CAOL RTO Status"
"5547"	97	96	"CAOL_New Boiler2-Stat"	"CAOL_New Boiler1-Stat"
"5548"	98	96	"CAOL_New Boiler3-Stat"	"CAOL_New Boiler1-Stat"
"5549"	99	96	"CAOL_New NOB1"	"CAOL_New Boiler1-Stat"
"5550"	100	96	"CAOL_New NOB2"	"CAOL_New Boiler1-Stat"
"5551"	101	96	"CAOL_New NOB3"	"CAOL_New Boiler1-Stat"
"5552"	102	96	"CAOL_New Stat_NOx_B1"	"CAOL_New Boiler1-Stat"
"5553"	103	96	"CAOL_New Stat_Nox_B2"	"CAOL_New Boiler1-Stat"
"5554"	104	96	"CAOL_New Stat_Nox_B3"	"CAOL_New Boiler1-Stat"
"5555"	120	96	"CAUL STAT1"	"CAOL_New Boiler1-Stat"
"5556"	121	96	"CAUL STAT2"	"CAOL_New Boiler1-Stat"
"5557"	122	96	"CAUL STAT3"	"CAOL_New Boiler1-Stat"
"5558"	123	96	"D.CARMEL ITemp"	"CAOL_New Boiler1-Stat"
"5559"	125	96	"D.CARMEL RH"	"CAOL_New Boiler1-Stat"
"5560"	127	96	"D.CARMEL StWd"	"CAOL_New Boiler1-Stat"
"5561"	128	96	"D.CARMEL TEMP"	"CAOL_New Boiler1-Stat"
"5562"	129	96	"D.CARMEL WDD"	"CAOL_New Boiler1-Stat"
"5563"	130	96	"D.CARMEL WDS"	"CAOL_New Boiler1-Stat"
"5564"	144	96	"Flares NEWFF"	"CAOL_New Boiler1-Stat"
"5565"	145	96	"Flares OLDFF"	"CAOL_New Boiler1-Stat"
"5566"	147	96	"GADIV CTO Status"	"CAOL_New Boiler1-Stat"
"5567"	153	96	"GADIV_OPER PRX-start"	"CAOL_New Boiler1-Stat"
"5568"	154	96	"GADIV_OPER SPL_start"	"CAOL_New Boiler1-Stat"
"5569"	155	96	"GADIV_OPER TOL-start"	"CAOL_New Boiler1-Stat"
"5570"	156	96	"GADIV_OPER XYL-start"	"CAOL_New Boiler1-Stat"
"5571"	158	96	"Gadiv-AS2XYL1 NOX INS"	"CAOL_New Boiler1-Stat"
"5572"	160	96	"Gadiv-PAREX NOX INS"	"CAOL_New Boiler1-Stat"
"5573"	162	96	"Gadiv-TOL NOX INS"	"CAOL_New Boiler1-Stat"
"5574"	164	96	"Gadiv-XYl2 NOX INS"	"CAOL_New Boiler1-Stat"
"5575"	280	96	"mahzam 30 WIND-DIR"	"CAOL_New Boiler1-Stat"
"5576"	281	96	"mahzam 30 WIND-V6"	"CAOL_New Boiler1-Stat"
"5577"	287	96	"mahzam 40 WIND-DIR"	"CAOL_New Boiler1-Stat"
"5578"	288	96	"mahzam 40 WIND-V6"	"CAOL_New Boiler1-Stat"
"5579"	331	96	"Neve Yosef ITemp"	"CAOL_New Boiler1-Stat"
"5580"	337	96	"Neve Yosef TEMP"	"CAOL_New Boiler1-Stat"
"5581"	338	96	"Neve Yosef WDD"	"CAOL_New Boiler1-Stat"
"5582"	340	96	"OP-BZN1 B201B CU3"	"CAOL_New Boiler1-Stat"
"5583"	341	96	"OP-BZN1 cu1 B4"	"CAOL_New Boiler1-Stat"
"5584"	344	96	"OP-BZN1 Opa21"	"CAOL_New Boiler1-Stat"
"5585"	347	96	"OP-BZN1 OpaC4"	"CAOL_New Boiler1-Stat"
"5586"	349	96	"OP-BZN1 OpaFC"	"CAOL_New Boiler1-Stat"
"5587"	354	96	"OP-BZN1 OPB31-Stat"	"CAOL_New Boiler1-Stat"
"5588"	355	96	"OP-BZN1 STAT1"	"CAOL_New Boiler1-Stat"
"5589"	356	96	"OP-BZN1 STAT2"	"CAOL_New Boiler1-Stat"
"5590"	357	96	"OP-BZN1 STAT3"	"CAOL_New Boiler1-Stat"
"5591"	358	96	"OP-BZN1 STAT5"	"CAOL_New Boiler1-Stat"
"5592"	361	96	"OP-GADIV STAT1"	"CAOL_New Boiler1-Stat"
"5593"	367	96	"OP-HCU Stat-HCU"	"CAOL_New Boiler1-Stat"
"5594"	368	96	"OP-HCU Stat-HPU"	"CAOL_New Boiler1-Stat"
"5595"	394	96	"Yizraelia ITemp"	"CAOL_New Boiler1-Stat"
"5596"	402	96	"Yizraelia RH"	"CAOL_New Boiler1-Stat"
"5597"	403	96	"Yizraelia TEMP"	"CAOL_New Boiler1-Stat"
"5598"	404	96	"Yizraelia WDD"	"CAOL_New Boiler1-Stat"
"5599"	405	96	"Yizraelia WDS"	"CAOL_New Boiler1-Stat"
"5658"	98	97	"CAOL_New Boiler3-Stat"	"CAOL_New Boiler2-Stat"
"5659"	99	97	"CAOL_New NOB1"	"CAOL_New Boiler2-Stat"
"5660"	100	97	"CAOL_New NOB2"	"CAOL_New Boiler2-Stat"
"5661"	101	97	"CAOL_New NOB3"	"CAOL_New Boiler2-Stat"
"5662"	102	97	"CAOL_New Stat_NOx_B1"	"CAOL_New Boiler2-Stat"
"5663"	103	97	"CAOL_New Stat_Nox_B2"	"CAOL_New Boiler2-Stat"
"5664"	104	97	"CAOL_New Stat_Nox_B3"	"CAOL_New Boiler2-Stat"
"5665"	120	97	"CAUL STAT1"	"CAOL_New Boiler2-Stat"
"5666"	121	97	"CAUL STAT2"	"CAOL_New Boiler2-Stat"
"5667"	122	97	"CAUL STAT3"	"CAOL_New Boiler2-Stat"
"5668"	123	97	"D.CARMEL ITemp"	"CAOL_New Boiler2-Stat"
"5669"	125	97	"D.CARMEL RH"	"CAOL_New Boiler2-Stat"
"5670"	127	97	"D.CARMEL StWd"	"CAOL_New Boiler2-Stat"
"5671"	128	97	"D.CARMEL TEMP"	"CAOL_New Boiler2-Stat"
"5672"	129	97	"D.CARMEL WDD"	"CAOL_New Boiler2-Stat"
"5673"	130	97	"D.CARMEL WDS"	"CAOL_New Boiler2-Stat"
"5674"	144	97	"Flares NEWFF"	"CAOL_New Boiler2-Stat"
"5675"	145	97	"Flares OLDFF"	"CAOL_New Boiler2-Stat"
"5676"	147	97	"GADIV CTO Status"	"CAOL_New Boiler2-Stat"
"5677"	153	97	"GADIV_OPER PRX-start"	"CAOL_New Boiler2-Stat"
"5678"	154	97	"GADIV_OPER SPL_start"	"CAOL_New Boiler2-Stat"
"5679"	155	97	"GADIV_OPER TOL-start"	"CAOL_New Boiler2-Stat"
"5680"	156	97	"GADIV_OPER XYL-start"	"CAOL_New Boiler2-Stat"
"5681"	158	97	"Gadiv-AS2XYL1 NOX INS"	"CAOL_New Boiler2-Stat"
"5682"	160	97	"Gadiv-PAREX NOX INS"	"CAOL_New Boiler2-Stat"
"5683"	162	97	"Gadiv-TOL NOX INS"	"CAOL_New Boiler2-Stat"
"5684"	164	97	"Gadiv-XYl2 NOX INS"	"CAOL_New Boiler2-Stat"
"5685"	280	97	"mahzam 30 WIND-DIR"	"CAOL_New Boiler2-Stat"
"5686"	281	97	"mahzam 30 WIND-V6"	"CAOL_New Boiler2-Stat"
"5687"	287	97	"mahzam 40 WIND-DIR"	"CAOL_New Boiler2-Stat"
"5688"	288	97	"mahzam 40 WIND-V6"	"CAOL_New Boiler2-Stat"
"5689"	331	97	"Neve Yosef ITemp"	"CAOL_New Boiler2-Stat"
