date	year	month	day	day_of_week	day_of_year	station	sensor	value	threshold
20120211	2012	2	11	6	42	CAOL_New	NOB3	156.0	150
20130106	2013	1	6	7	6	CAOL_New	NOB3	167.2	150
20120418	2012	4	18	3	109	CAOL_New	NOB3	179.3	150
20120420	2012	4	20	5	111	CAOL_New	NOB3	175.7	150
20120413	2012	4	13	5	104	CAOL_New	NOB3	153.5	150
20150201	2015	2	1	7	32	CAOL_New	NOB3	154.2	150
20121216	2012	12	16	7	351	CAOL_New	NOB3	176.8	150
20121210	2012	12	10	1	345	CAOL_New	NOB3	178.5	150
20150211	2015	2	11	3	42	CAOL_New	NOB3	164.2	150
20150206	2015	2	6	5	37	CAOL_New	NOB3	157.4	150
20121013	2012	10	13	6	287	CAOL_New	NOB3	155.3	150
20121105	2012	11	5	1	310	CAOL_New	NOB3	163.4	150
20121015	2012	10	15	1	289	CAOL_New	NOB3	151.7	150
20121019	2012	10	19	5	293	CAOL_New	NOB3	153.2	150
20150119	2015	1	19	1	19	CAOL_New	NOB3	156.2	150
20160203	2016	2	3	3	34	CAOL_New	NOB3	158.1	150
20160325	2016	3	25	5	85	CAOL_New	NOB3	151.9	150
20120826	2012	8	26	7	239	CAOL_New	NOB3	154.7	150
20150126	2015	1	26	1	26	CAOL_New	NOB3	154.4	150
20121011	2012	10	11	4	285	CAOL_New	NOB3	155.4	150
20150219	2015	2	19	4	50	CAOL_New	NOB3	163.7	150
20150108	2015	1	8	4	8	CAOL_New	NOB3	158.4	150
20160206	2016	2	6	6	37	CAOL_New	NOB3	155.5	150
20121124	2012	11	24	6	329	CAOL_New	NOB3	195.0	150
20120830	2012	8	30	4	243	CAOL_New	NOB3	156.7	150
20130101	2013	1	1	2	1	CAOL_New	NOB3	157.8	150
20150216	2015	2	16	1	47	CAOL_New	NOB3	172.0	150
20120208	2012	2	8	3	39	CAOL_New	NOB3	159.9	150
20121126	2012	11	26	1	331	CAOL_New	NOB3	193.5	150
20160212	2016	2	12	5	43	CAOL_New	NOB3	152.9	150
20140209	2014	2	9	7	40	CAOL_New	NOB3	150.9	150
20150128	2015	1	28	3	28	CAOL_New	NOB3	156.3	150
20130315	2013	3	15	5	74	CAOL_New	NOB3	180.8	150
20130330	2013	3	30	6	89	CAOL_New	NOB3	162.8	150
20121122	2012	11	22	4	327	CAOL_New	NOB3	152.0	150
20150205	2015	2	5	4	36	CAOL_New	NOB3	151.0	150
20140116	2014	1	16	4	16	CAOL_New	NOB3	153.3	150
20120313	2012	3	13	2	73	CAOL_New	NOB3	176.0	150
20121014	2012	10	14	7	288	CAOL_New	NOB3	152.2	150
20131020	2013	10	20	7	293	CAOL_New	NOB3	162.0	150
20120327	2012	3	27	2	87	CAOL_New	NOB3	197.3	150
20121101	2012	11	1	4	306	CAOL_New	NOB3	159.6	150
20121121	2012	11	21	3	326	CAOL_New	NOB3	156.3	150
20120628	2012	6	28	4	180	CAOL_New	NOB3	170.6	150
20130615	2013	6	15	6	166	CAOL_New	NOB3	154.9	150
20130204	2013	2	4	1	35	CAOL_New	NOB3	200.4	150
20160221	2016	2	21	7	52	CAOL_New	NOB3	150.4	150
20131022	2013	10	22	2	295	CAOL_New	NOB3	155.5	150
20120927	2012	9	27	4	271	CAOL_New	NOB3	153.5	150
20120624	2012	6	24	7	176	CAOL_New	NOB3	153.6	150
20120414	2012	4	14	6	105	CAOL_New	NOB3	173.6	150
20130329	2013	3	29	5	88	CAOL_New	NOB3	162.2	150
20111225	2011	12	25	7	359	CAOL_New	NOB3	164.8	150
20130515	2013	5	15	3	135	CAOL_New	NOB3	160.7	150
20111124	2011	11	24	4	328	CAOL_New	NOB3	152.2	150
20120213	2012	2	13	1	44	CAOL_New	NOB3	161.6	150
20150309	2015	3	9	1	68	CAOL_New	NOB3	151.4	150
20131006	2013	10	6	7	279	CAOL_New	NOB3	198.4	150
20151211	2015	12	11	5	345	CAOL_New	NOB3	152.0	150
20121118	2012	11	18	7	323	CAOL_New	NOB3	164.7	150
20130422	2013	4	22	1	112	CAOL_New	NOB3	171.6	150
20131129	2013	11	29	5	333	CAOL_New	NOB3	151.6	150
20130219	2013	2	19	2	50	CAOL_New	NOB3	161.4	150
20160219	2016	2	19	5	50	CAOL_New	NOB3	157.2	150
20120401	2012	4	1	7	92	CAOL_New	NOB3	191.2	150
20120405	2012	4	5	4	96	CAOL_New	NOB3	179.5	150
20111215	2011	12	15	4	349	CAOL_New	NOB3	154.0	150
20110713	2011	7	13	3	194	CAOL_New	NOB3	172.1	150
20160426	2016	4	26	2	117	CAOL_New	NOB3	154.9	150
20130419	2013	4	19	5	109	CAOL_New	NOB3	170.2	150
20130317	2013	3	17	7	76	CAOL_New	NOB3	211.8	150
20120730	2012	7	30	1	212	CAOL_New	NOB3	159.3	150
20131007	2013	10	7	1	280	CAOL_New	NOB3	162.5	150
20130301	2013	3	1	5	60	CAOL_New	NOB3	168.3	150
20120922	2012	9	22	6	266	CAOL_New	NOB3	156.9	150
20130308	2013	3	8	5	67	CAOL_New	NOB3	188.4	150
20120403	2012	4	3	2	94	CAOL_New	NOB3	189.7	150
20111201	2011	12	1	4	335	CAOL_New	NOB3	155.0	150
20120521	2012	5	21	1	142	CAOL_New	NOB3	181.1	150
20160322	2016	3	22	2	82	CAOL_New	NOB3	154.7	150
20161126	2016	11	26	6	331	CAOL_New	NOB3	150.6	150
20120520	2012	5	20	7	141	CAOL_New	NOB3	168.1	150
20150223	2015	2	23	1	54	CAOL_New	NOB3	151.9	150
20120815	2012	8	15	3	228	CAOL_New	NOB3	168.5	150
20110721	2011	7	21	4	202	CAOL_New	NOB3	172.0	150
20160224	2016	2	24	3	55	CAOL_New	NOB3	154.9	150
20140115	2014	1	15	3	15	CAOL_New	NOB3	151.4	150
20130411	2013	4	11	4	101	CAOL_New	NOB3	166.5	150
20130611	2013	6	11	2	162	CAOL_New	NOB3	152.1	150
20120923	2012	9	23	7	267	CAOL_New	NOB3	159.8	150
20120218	2012	2	18	6	49	CAOL_New	NOB3	163.2	150
20130428	2013	4	28	7	118	CAOL_New	NOB3	179.8	150
20120510	2012	5	10	4	131	CAOL_New	NOB3	153.0	150
20130415	2013	4	15	1	105	CAOL_New	NOB3	167.4	150
20130430	2013	4	30	2	120	CAOL_New	NOB3	169.8	150
20120627	2012	6	27	3	179	CAOL_New	NOB3	164.1	150
20120612	2012	6	12	2	164	CAOL_New	NOB3	164.5	150
20160204	2016	2	4	4	35	CAOL_New	NOB3	169.0	150
20120209	2012	2	9	4	40	CAOL_New	NOB3	159.2	150
20130226	2013	2	26	2	57	CAOL_New	NOB3	159.6	150
20121123	2012	11	23	5	328	CAOL_New	NOB3	165.3	150
20121027	2012	10	27	6	301	CAOL_New	NOB3	157.0	150
20120324	2012	3	24	6	84	CAOL_New	NOB3	178.5	150
20110802	2011	8	2	2	214	CAOL_New	NOB3	153.9	150
20110725	2011	7	25	1	206	CAOL_New	NOB3	150.4	150
20120306	2012	3	6	2	66	CAOL_New	NOB3	161.3	150
20130213	2013	2	13	3	44	CAOL_New	NOB3	177.5	150
20120807	2012	8	7	2	220	CAOL_New	NOB3	157.7	150
20120813	2012	8	13	1	226	CAOL_New	NOB3	158.5	150
20130401	2013	4	1	1	91	CAOL_New	NOB3	176.1	150
20121215	2012	12	15	6	350	CAOL_New	NOB3	176.6	150
20121022	2012	10	22	1	296	CAOL_New	NOB3	161.1	150
20120128	2012	1	28	6	28	CAOL_New	NOB3	158.0	150
20120703	2012	7	3	2	185	CAOL_New	NOB3	162.2	150
20130526	2013	5	26	7	146	CAOL_New	NOB3	155.7	150
20120527	2012	5	27	7	148	CAOL_New	NOB3	164.1	150
20150220	2015	2	20	5	51	CAOL_New	NOB3	154.9	150
20150113	2015	1	13	2	13	CAOL_New	NOB3	152.6	150
20130416	2013	4	16	2	106	CAOL_New	NOB3	173.4	150
20130926	2013	9	26	4	269	CAOL_New	NOB3	151.5	150
20121006	2012	10	6	6	280	CAOL_New	NOB3	164.3	150
20111210	2011	12	10	6	344	CAOL_New	NOB3	153.3	150
20120210	2012	2	10	5	41	CAOL_New	NOB3	155.0	150
20121229	2012	12	29	6	364	CAOL_New	NOB3	163.4	150
20130504	2013	5	4	6	124	CAOL_New	NOB3	159.6	150
20120105	2012	1	5	4	5	CAOL_New	NOB3	155.0	150
20151209	2015	12	9	3	343	CAOL_New	NOB3	150.4	150
20120127	2012	1	27	5	27	CAOL_New	NOB3	155.8	150
20150116	2015	1	16	5	16	CAOL_New	NOB3	153.5	150
20130228	2013	2	28	4	59	CAOL_New	NOB3	166.8	150
20110812	2011	8	12	5	224	CAOL_New	NOB3	157.4	150
20130426	2013	4	26	5	116	CAOL_New	NOB3	175.8	150
20130404	2013	4	4	4	94	CAOL_New	NOB3	171.6	150
20160302	2016	3	2	3	62	CAOL_New	NOB3	172.7	150
20120824	2012	8	24	5	237	CAOL_New	NOB3	153.4	150
20161124	2016	11	24	4	329	CAOL_New	NOB3	150.4	150
20160227	2016	2	27	6	58	CAOL_New	NOB3	151.8	150
20150224	2015	2	24	2	55	CAOL_New	NOB3	153.5	150
20121128	2012	11	28	3	333	CAOL_New	NOB3	190.2	150
20121009	2012	10	9	2	283	CAOL_New	NOB3	155.8	150
20120515	2012	5	15	2	136	CAOL_New	NOB3	154.4	150
20120206	2012	2	6	1	37	CAOL_New	NOB3	163.7	150
20130402	2013	4	2	2	92	CAOL_New	NOB3	175.8	150
20120611	2012	6	11	1	163	CAOL_New	NOB3	173.1	150
20120921	2012	9	21	5	265	CAOL_New	NOB3	158.2	150
20120721	2012	7	21	6	203	CAOL_New	NOB3	152.7	150
20120510	2012	5	10	4	131	BAZAN-ISOM	NOx Dry	112.7	100
20120301	2012	3	1	4	61	BAZAN-ISOM	NOx Dry	264.1	100
20120923	2012	9	23	7	267	BAZAN-ISOM	NOx Dry	172.9	100
20120417	2012	4	17	2	108	BAZAN-ISOM	NOx Dry	120.0	100
20120305	2012	3	5	1	65	BAZAN-ISOM	NOx Dry	101.3	100
20120218	2012	2	18	6	49	BAZAN-ISOM	NOx Dry	157.3	100
20120609	2012	6	9	6	161	BAZAN-ISOM	NOx Dry	163.9	100
20111226	2011	12	26	1	360	BAZAN-ISOM	NOx Dry	177.2	100
20120809	2012	8	9	4	222	BAZAN-ISOM	NOx Dry	109.6	100
20120320	2012	3	20	2	80	BAZAN-ISOM	NOx Dry	410.6	100
20130112	2013	1	12	6	12	BAZAN-ISOM	NOx Dry	169.9	100
20120718	2012	7	18	3	200	BAZAN-ISOM	NOx Dry	133.9	100
20120324	2012	3	24	6	84	BAZAN-ISOM	NOx Dry	363.8	100
20120613	2012	6	13	3	165	BAZAN-ISOM	NOx Dry	173.0	100
20130226	2013	2	26	2	57	BAZAN-ISOM	NOx Dry	243.5	100
20130116	2013	1	16	3	16	BAZAN-ISOM	NOx Dry	223.4	100
20121123	2012	11	23	5	328	BAZAN-ISOM	NOx Dry	176.4	100
20121027	2012	10	27	6	301	BAZAN-ISOM	NOx Dry	143.6	100
20111218	2011	12	18	7	352	BAZAN-ISOM	NOx Dry	269.2	100
20120612	2012	6	12	2	164	BAZAN-ISOM	NOx Dry	214.9	100
20111227	2011	12	27	2	361	BAZAN-ISOM	NOx Dry	156.3	100
20120403	2012	4	3	2	94	BAZAN-ISOM	NOx Dry	125.4	100
20111201	2011	12	1	4	335	BAZAN-ISOM	NOx Dry	148.0	100
20120922	2012	9	22	6	266	BAZAN-ISOM	NOx Dry	111.3	100
20120331	2012	3	31	6	91	BAZAN-ISOM	NOx Dry	322.2	100
20120330	2012	3	30	5	90	BAZAN-ISOM	NOx Dry	287.8	100
20130308	2013	3	8	5	67	BAZAN-ISOM	NOx Dry	229.4	100
20111122	2011	11	22	2	326	BAZAN-ISOM	NOx Dry	110.7	100
20130317	2013	3	17	7	76	BAZAN-ISOM	NOx Dry	209.4	100
20120730	2012	7	30	1	212	BAZAN-ISOM	NOx Dry	104.5	100
20130325	2013	3	25	1	84	BAZAN-ISOM	NOx Dry	237.5	100
20120601	2012	6	1	5	153	BAZAN-ISOM	NOx Dry	156.7	100
20121018	2012	10	18	4	292	BAZAN-ISOM	NOx Dry	259.9	100
20130301	2013	3	1	5	60	BAZAN-ISOM	NOx Dry	229.9	100
20120405	2012	4	5	4	96	BAZAN-ISOM	NOx Dry	108.0	100
20120401	2012	4	1	7	92	BAZAN-ISOM	NOx Dry	330.9	100
20111126	2011	11	26	6	330	BAZAN-ISOM	NOx Dry	113.0	100
20120815	2012	8	15	3	228	BAZAN-ISOM	NOx Dry	125.8	100
20111221	2011	12	21	3	355	BAZAN-ISOM	NOx Dry	258.8	100
20121231	2012	12	31	1	366	BAZAN-ISOM	NOx Dry	223.9	100
20120226	2012	2	26	7	57	BAZAN-ISOM	NOx Dry	326.6	100
20120520	2012	5	20	7	141	BAZAN-ISOM	NOx Dry	301.1	100
20111129	2011	11	29	2	333	BAZAN-ISOM	NOx Dry	201.1	100
20130208	2013	2	8	5	39	BAZAN-ISOM	NOx Dry	240.0	100
20120503	2012	5	3	4	124	BAZAN-ISOM	NOx Dry	156.4	100
20120906	2012	9	6	4	250	BAZAN-ISOM	NOx Dry	131.6	100
20130212	2013	2	12	2	43	BAZAN-ISOM	NOx Dry	264.6	100
20130120	2013	1	20	7	20	BAZAN-ISOM	NOx Dry	224.6	100
20120521	2012	5	21	1	142	BAZAN-ISOM	NOx Dry	303.6	100
20130309	2013	3	9	6	68	BAZAN-ISOM	NOx Dry	264.0	100
20120824	2012	8	24	5	237	BAZAN-ISOM	NOx Dry	181.0	100
20120229	2012	2	29	3	60	BAZAN-ISOM	NOx Dry	129.3	100
20131126	2013	11	26	2	330	BAZAN-ISOM	NOx Dry	100.7	100
20120710	2012	7	10	2	192	BAZAN-ISOM	NOx Dry	232.2	100
20130209	2013	2	9	6	40	BAZAN-ISOM	NOx Dry	233.7	100
20120119	2012	1	19	4	19	BAZAN-ISOM	NOx Dry	115.5	100
20120618	2012	6	18	1	170	BAZAN-ISOM	NOx Dry	194.0	100
20120518	2012	5	18	5	139	BAZAN-ISOM	NOx Dry	285.4	100
20120302	2012	3	2	5	62	BAZAN-ISOM	NOx Dry	360.8	100
20120806	2012	8	6	1	219	BAZAN-ISOM	NOx Dry	189.4	100
20120611	2012	6	11	1	163	BAZAN-ISOM	NOx Dry	208.7	100
20120709	2012	7	9	1	191	BAZAN-ISOM	NOx Dry	232.3	100
20120721	2012	7	21	6	203	BAZAN-ISOM	NOx Dry	215.5	100
20120921	2012	9	21	5	265	BAZAN-ISOM	NOx Dry	179.6	100
20120515	2012	5	15	2	136	BAZAN-ISOM	NOx Dry	105.4	100
20130110	2013	1	10	4	10	BAZAN-ISOM	NOx Dry	217.9	100
20120206	2012	2	6	1	37	BAZAN-ISOM	NOx Dry	282.0	100
20120212	2012	2	12	7	43	BAZAN-ISOM	NOx Dry	336.0	100
20120711	2012	7	11	3	193	BAZAN-ISOM	NOx Dry	202.5	100
20111110	2011	11	10	4	314	BAZAN-ISOM	NOx Dry	105.1	100
20121202	2012	12	2	7	337	BAZAN-ISOM	NOx Dry	280.6	100
20121110	2012	11	10	6	315	BAZAN-ISOM	NOx Dry	151.6	100
20121128	2012	11	28	3	333	BAZAN-ISOM	NOx Dry	225.4	100
20121009	2012	10	9	2	283	BAZAN-ISOM	NOx Dry	225.4	100
20120707	2012	7	7	6	189	BAZAN-ISOM	NOx Dry	224.8	100
20130203	2013	2	3	7	34	BAZAN-ISOM	NOx Dry	201.0	100
20120527	2012	5	27	7	148	BAZAN-ISOM	NOx Dry	196.8	100
20120929	2012	9	29	6	273	BAZAN-ISOM	NOx Dry	246.2	100
20130223	2013	2	23	6	54	BAZAN-ISOM	NOx Dry	221.1	100
20120703	2012	7	3	2	185	BAZAN-ISOM	NOx Dry	164.6	100
20130130	2013	1	30	3	30	BAZAN-ISOM	NOx Dry	157.5	100
20120128	2012	1	28	6	28	BAZAN-ISOM	NOx Dry	133.1	100
20121022	2012	10	22	1	296	BAZAN-ISOM	NOx Dry	210.4	100
20120306	2012	3	6	2	66	BAZAN-ISOM	NOx Dry	181.8	100
20130213	2013	2	13	3	44	BAZAN-ISOM	NOx Dry	292.0	100
20120807	2012	8	7	2	220	BAZAN-ISOM	NOx Dry	205.3	100
20121215	2012	12	15	6	350	BAZAN-ISOM	NOx Dry	192.5	100
20121023	2012	10	23	2	297	BAZAN-ISOM	NOx Dry	203.5	100
20121012	2012	10	12	5	286	BAZAN-ISOM	NOx Dry	254.6	100
20130228	2013	2	28	4	59	BAZAN-ISOM	NOx Dry	233.5	100
20120127	2012	1	27	5	27	BAZAN-ISOM	NOx Dry	131.9	100
20120508	2012	5	8	2	129	BAZAN-ISOM	NOx Dry	118.8	100
20120105	2012	1	5	4	5	BAZAN-ISOM	NOx Dry	115.1	100
20120319	2012	3	19	1	79	BAZAN-ISOM	NOx Dry	444.9	100
20121006	2012	10	6	6	280	BAZAN-ISOM	NOx Dry	220.2	100
20121229	2012	12	29	6	364	BAZAN-ISOM	NOx Dry	181.6	100
20120210	2012	2	10	5	41	BAZAN-ISOM	NOx Dry	358.0	100
20120714	2012	7	14	6	196	BAZAN-ISOM	NOx Dry	150.5	100
20120531	2012	5	31	4	152	BAZAN-ISOM	NOx Dry	159.6	100
20120223	2012	2	23	4	54	BAZAN-ISOM	NOx Dry	118.6	100
20120427	2012	4	27	5	118	BAZAN-ISOM	NOx Dry	115.0	100
20120511	2012	5	11	5	132	BAZAN-ISOM	NOx Dry	137.7	100
20130114	2013	1	14	1	14	BAZAN-ISOM	NOx Dry	230.2	100
20130202	2013	2	2	6	33	BAZAN-ISOM	NOx Dry	182.6	100
20121001	2012	10	1	1	275	BAZAN-ISOM	NOx Dry	165.3	100
20130221	2013	2	21	4	52	BAZAN-ISOM	NOx Dry	263.5	100
20120406	2012	4	6	5	97	BAZAN-ISOM	NOx Dry	105.1	100
20121020	2012	10	20	6	294	BAZAN-ISOM	NOx Dry	218.2	100
20121210	2012	12	10	1	345	BAZAN-ISOM	NOx Dry	284.0	100
20111121	2011	11	21	1	325	BAZAN-ISOM	NOx Dry	113.9	100
20121002	2012	10	2	2	276	BAZAN-ISOM	NOx Dry	128.0	100
20130328	2013	3	28	4	87	BAZAN-ISOM	NOx Dry	179.7	100
20111231	2011	12	31	6	365	BAZAN-ISOM	NOx Dry	152.5	100
20120413	2012	4	13	5	104	BAZAN-ISOM	NOx Dry	114.0	100
20121216	2012	12	16	7	351	BAZAN-ISOM	NOx Dry	160.1	100
20120115	2012	1	15	7	15	BAZAN-ISOM	NOx Dry	126.3	100
20120422	2012	4	22	7	113	BAZAN-ISOM	NOx Dry	114.0	100
20120716	2012	7	16	1	198	BAZAN-ISOM	NOx Dry	142.4	100
20120603	2012	6	3	7	155	BAZAN-ISOM	NOx Dry	153.5	100
20130322	2013	3	22	5	81	BAZAN-ISOM	NOx Dry	224.8	100
20121201	2012	12	1	6	336	BAZAN-ISOM	NOx Dry	258.3	100
20120504	2012	5	4	5	125	BAZAN-ISOM	NOx Dry	106.5	100
20130106	2013	1	6	7	6	BAZAN-ISOM	NOx Dry	245.3	100
20120211	2012	2	11	6	42	BAZAN-ISOM	NOx Dry	347.8	100
20120418	2012	4	18	3	109	BAZAN-ISOM	NOx Dry	119.0	100
20121213	2012	12	13	4	348	BAZAN-ISOM	NOx Dry	194.8	100
20120420	2012	4	20	5	111	BAZAN-ISOM	NOx Dry	120.5	100
20120514	2012	5	14	1	135	BAZAN-ISOM	NOx Dry	108.9	100
20120803	2012	8	3	5	216	BAZAN-ISOM	NOx Dry	197.9	100
20120309	2012	3	9	5	69	BAZAN-ISOM	NOx Dry	292.1	100
20120722	2012	7	22	7	204	BAZAN-ISOM	NOx Dry	175.1	100
20130207	2013	2	7	4	38	BAZAN-ISOM	NOx Dry	212.7	100
20111114	2011	11	14	1	318	BAZAN-ISOM	NOx Dry	108.8	100
20121016	2012	10	16	2	290	BAZAN-ISOM	NOx Dry	244.6	100
20120814	2012	8	14	2	227	BAZAN-ISOM	NOx Dry	158.0	100
20120820	2012	8	20	1	233	BAZAN-ISOM	NOx Dry	194.7	100
20120925	2012	9	25	2	269	BAZAN-ISOM	NOx Dry	223.2	100
20111219	2011	12	19	1	353	BAZAN-ISOM	NOx Dry	373.3	100
20120916	2012	9	16	7	260	BAZAN-ISOM	NOx Dry	184.8	100
20130107	2013	1	7	1	7	BAZAN-ISOM	NOx Dry	239.4	100
20120111	2012	1	11	3	11	BAZAN-ISOM	NOx Dry	304.0	100
20120930	2012	9	30	7	274	BAZAN-ISOM	NOx Dry	187.3	100
20121127	2012	11	27	2	332	BAZAN-ISOM	NOx Dry	250.1	100
20111229	2011	12	29	4	363	BAZAN-ISOM	NOx Dry	136.9	100
20130306	2013	3	6	3	65	BAZAN-ISOM	NOx Dry	287.0	100
20121125	2012	11	25	7	330	BAZAN-ISOM	NOx Dry	213.5	100
20120524	2012	5	24	4	145	BAZAN-ISOM	NOx Dry	273.3	100
20121007	2012	10	7	7	281	BAZAN-ISOM	NOx Dry	221.8	100
20120802	2012	8	2	4	215	BAZAN-ISOM	NOx Dry	166.8	100
20120605	2012	6	5	2	157	BAZAN-ISOM	NOx Dry	165.0	100
20130124	2013	1	24	4	24	BAZAN-ISOM	NOx Dry	201.6	100
20130131	2013	1	31	4	31	BAZAN-ISOM	NOx Dry	181.1	100
20130224	2013	2	24	7	55	BAZAN-ISOM	NOx Dry	236.3	100
20111115	2011	11	15	2	319	BAZAN-ISOM	NOx Dry	103.1	100
20120106	2012	1	6	5	6	BAZAN-ISOM	NOx Dry	102.9	100
20121219	2012	12	19	3	354	BAZAN-ISOM	NOx Dry	278.0	100
20120317	2012	3	17	6	77	BAZAN-ISOM	NOx Dry	421.1	100
20130125	2013	1	25	5	25	BAZAN-ISOM	NOx Dry	100.4	100
20120801	2012	8	1	3	214	BAZAN-ISOM	NOx Dry	119.3	100
20120617	2012	6	17	7	169	BAZAN-ISOM	NOx Dry	189.5	100
20120831	2012	8	31	5	244	BAZAN-ISOM	NOx Dry	159.1	100
20120414	2012	4	14	6	105	BAZAN-ISOM	NOx Dry	122.7	100
20130329	2013	3	29	5	88	BAZAN-ISOM	NOx Dry	187.2	100
20111225	2011	12	25	7	359	BAZAN-ISOM	NOx Dry	178.7	100
20120220	2012	2	20	1	51	BAZAN-ISOM	NOx Dry	158.0	100
20130102	2013	1	2	3	2	BAZAN-ISOM	NOx Dry	215.6	100
20130312	2013	3	12	2	71	BAZAN-ISOM	NOx Dry	218.0	100
20120705	2012	7	5	4	187	BAZAN-ISOM	NOx Dry	196.5	100
20130204	2013	2	4	1	35	BAZAN-ISOM	NOx Dry	195.3	100
20130305	2013	3	5	2	64	BAZAN-ISOM	NOx Dry	284.7	100
20120927	2012	9	27	4	271	BAZAN-ISOM	NOx Dry	244.3	100
20120602	2012	6	2	6	154	BAZAN-ISOM	NOx Dry	150.9	100
20120501	2012	5	1	2	122	BAZAN-ISOM	NOx Dry	110.1	100
20121101	2012	11	1	4	306	BAZAN-ISOM	NOx Dry	263.3	100
20130121	2013	1	21	1	21	BAZAN-ISOM	NOx Dry	215.3	100
20121121	2012	11	21	3	326	BAZAN-ISOM	NOx Dry	148.5	100
20120928	2012	9	28	5	272	BAZAN-ISOM	NOx Dry	243.2	100
20120903	2012	9	3	1	247	BAZAN-ISOM	NOx Dry	207.3	100
20111223	2011	12	23	5	357	BAZAN-ISOM	NOx Dry	169.8	100
20120313	2012	3	13	2	73	BAZAN-ISOM	NOx Dry	382.6	100
20121014	2012	10	14	7	288	BAZAN-ISOM	NOx Dry	238.5	100
20120327	2012	3	27	2	87	BAZAN-ISOM	NOx Dry	305.8	100
20120222	2012	2	22	3	53	BAZAN-ISOM	NOx Dry	103.1	100
20120822	2012	8	22	3	235	BAZAN-ISOM	NOx Dry	180.9	100
20130219	2013	2	19	2	50	BAZAN-ISOM	NOx Dry	267.4	100
20120619	2012	6	19	2	171	BAZAN-ISOM	NOx Dry	156.0	100
20130324	2013	3	24	7	83	BAZAN-ISOM	NOx Dry	249.5	100
20120213	2012	2	13	1	44	BAZAN-ISOM	NOx Dry	259.8	100
20120724	2012	7	24	2	206	BAZAN-ISOM	NOx Dry	197.8	100
20120530	2012	5	30	3	151	BAZAN-ISOM	NOx Dry	184.5	100
20130105	2013	1	5	6	5	BAZAN-ISOM	NOx Dry	264.5	100
20121011	2012	10	11	4	285	BAZAN-ISOM	NOx Dry	276.8	100
20121226	2012	12	26	3	361	BAZAN-ISOM	NOx Dry	275.0	100
20120117	2012	1	17	2	17	BAZAN-ISOM	NOx Dry	140.6	100
20121124	2012	11	24	6	329	BAZAN-ISOM	NOx Dry	212.9	100
20120915	2012	9	15	6	259	BAZAN-ISOM	NOx Dry	199.5	100
20111031	2011	10	31	1	304	BAZAN-ISOM	NOx Dry	124.4	100
20120731	2012	7	31	2	213	BAZAN-ISOM	NOx Dry	111.8	100
20120826	2012	8	26	7	239	BAZAN-ISOM	NOx Dry	177.4	100
20121105	2012	11	5	1	310	BAZAN-ISOM	NOx Dry	163.3	100
20121015	2012	10	15	1	289	BAZAN-ISOM	NOx Dry	242.6	100
20130313	2013	3	13	3	72	BAZAN-ISOM	NOx Dry	234.9	100
20121019	2012	10	19	5	293	BAZAN-ISOM	NOx Dry	222.5	100
20121013	2012	10	13	6	287	BAZAN-ISOM	NOx Dry	239.2	100
20130215	2013	2	15	5	46	BAZAN-ISOM	NOx Dry	293.0	100
20120727	2012	7	27	5	209	BAZAN-ISOM	NOx Dry	162.5	100
20120827	2012	8	27	1	240	BAZAN-ISOM	NOx Dry	191.7	100
20120919	2012	9	19	3	263	BAZAN-ISOM	NOx Dry	151.5	100
20120315	2012	3	15	4	75	BAZAN-ISOM	NOx Dry	334.8	100
20130113	2013	1	13	7	13	BAZAN-ISOM	NOx Dry	147.6	100
20120308	2012	3	8	4	68	BAZAN-ISOM	NOx Dry	210.6	100
20130315	2013	3	15	5	74	BAZAN-ISOM	NOx Dry	211.1	100
20130330	2013	3	30	6	89	BAZAN-ISOM	NOx Dry	179.7	100
20121122	2012	11	22	4	327	BAZAN-ISOM	NOx Dry	142.5	100
20121126	2012	11	26	1	331	BAZAN-ISOM	NOx Dry	245.6	100
20121212	2012	12	12	3	347	BAZAN-ISOM	NOx Dry	288.6	100
20130101	2013	1	1	2	1	BAZAN-ISOM	NOx Dry	206.4	100
20120830	2012	8	30	4	243	BAZAN-ISOM	NOx Dry	213.6	100
20120821	2012	8	21	2	234	BAZAN-ISOM	NOx Dry	176.1	100
20130119	2013	1	19	6	19	BAZAN-ISOM	NOx Dry	248.2	100
20120816	2012	8	16	4	229	BAZAN-ISOM	NOx Dry	125.0	100
20120303	2012	3	3	6	63	BAZAN-ISOM	NOx Dry	154.7	100
20120728	2012	7	28	6	210	BAZAN-ISOM	NOx Dry	152.7	100
20120110	2012	1	10	2	10	BAZAN-ISOM	NOx Dry	303.5	100
20121217	2012	12	17	1	352	BAZAN-ISOM	NOx Dry	177.5	100
20130310	2013	3	10	7	69	BAZAN-ISOM	NOx Dry	234.4	100
20120310	2012	3	10	6	70	BAZAN-ISOM	NOx Dry	339.5	100
20121228	2012	12	28	5	363	BAZAN-ISOM	NOx Dry	146.1	100
20120704	2012	7	4	3	186	BAZAN-ISOM	NOx Dry	153.0	100
20111120	2011	11	20	7	324	BAZAN-ISOM	NOx Dry	101.5	100
20120311	2012	3	11	7	71	BAZAN-ISOM	NOx Dry	365.1	100
20120104	2012	1	4	3	4	BAZAN-ISOM	NOx Dry	136.0	100
20130311	2013	3	11	1	70	BAZAN-ISOM	NOx Dry	199.4	100
20120322	2012	3	22	4	82	BAZAN-ISOM	NOx Dry	344.1	100
