date	year	month	day	day_of_week	day_of_year	station	sensor	value	threshold
20160229	2016	2	29	1	60	BAZAN_HDS	NOx Dry	109.3	100
20160527	2016	5	27	5	148	BAZAN_HDS	NOx Dry	120.0	100
20111219	2011	12	19	1	353	BAZAN_HDS	NOx Dry	138.1	100
20170301	2017	3	1	3	60	BAZAN_HDS	NOx Dry	101.2	100
20111102	2011	11	2	3	306	BAZAN_HDS	NOx Dry	112.0	100
20170503	2017	5	3	3	123	BAZAN_HDS	NOx Dry	101.4	100
20160305	2016	3	5	6	65	BAZAN_HDS	NOx Dry	112.6	100
20170320	2017	3	20	1	79	BAZAN_HDS	NOx Dry	106.9	100
20170405	2017	4	5	3	95	BAZAN_HDS	NOx Dry	122.1	100
20160403	2016	4	3	7	94	BAZAN_HDS	NOx Dry	100.3	100
20160531	2016	5	31	2	152	BAZAN_HDS	NOx Dry	113.3	100
20120530	2012	5	30	3	151	BAZAN_HDS	NOx Dry	101.3	100
20170131	2017	1	31	2	31	BAZAN_HDS	NOx Dry	124.3	100
20130102	2013	1	2	3	2	BAZAN_HDS	NOx Dry	111.9	100
20120222	2012	2	22	3	53	BAZAN_HDS	NOx Dry	112.2	100
20160529	2016	5	29	7	150	BAZAN_HDS	NOx Dry	111.9	100
20160526	2016	5	26	4	147	BAZAN_HDS	NOx Dry	122.6	100
20130121	2013	1	21	1	21	BAZAN_HDS	NOx Dry	114.4	100
20170323	2017	3	23	4	82	BAZAN_HDS	NOx Dry	102.9	100
20170107	2017	1	7	6	7	BAZAN_HDS	NOx Dry	101.9	100
20160523	2016	5	23	1	144	BAZAN_HDS	NOx Dry	106.4	100
20120315	2012	3	15	4	75	BAZAN_HDS	NOx Dry	103.5	100
20161217	2016	12	17	6	352	BAZAN_HDS	NOx Dry	113.0	100
20161227	2016	12	27	2	362	BAZAN_HDS	NOx Dry	103.1	100
20160503	2016	5	3	2	124	BAZAN_HDS	NOx Dry	114.9	100
20160827	2016	8	27	6	240	BAZAN_HDS	NOx Dry	102.1	100
20130126	2013	1	26	6	26	BAZAN_HDS	NOx Dry	103.5	100
20170326	2017	3	26	7	85	BAZAN_HDS	NOx Dry	100.5	100
20111031	2011	10	31	1	304	BAZAN_HDS	NOx Dry	112.7	100
20170207	2017	2	7	2	38	BAZAN_HDS	NOx Dry	112.4	100
20161107	2016	11	7	1	312	BAZAN_HDS	NOx Dry	102.4	100
20170513	2017	5	13	6	133	BAZAN_HDS	NOx Dry	105.4	100
20110301	2011	3	1	2	60	BAZAN-B21	NOx Dry	139.3	90
20110911	2011	9	11	7	254	BAZAN-B21	NOx Dry	92.3	90
20130206	2013	2	6	3	37	BAZAN-B21	NOx Dry	166.4	90
20100513	2010	5	13	4	133	BAZAN-B21	NOx Dry	124.9	90
20170510	2017	5	10	3	130	BAZAN-B21	NOx Dry	219.1	90
20130220	2013	2	20	3	51	BAZAN-B21	NOx Dry	132.7	90
20170327	2017	3	27	1	86	BAZAN-B21	NOx Dry	96.7	90
20101221	2010	12	21	2	355	BAZAN-B21	NOx Dry	138.3	90
20101224	2010	12	24	5	358	BAZAN-B21	NOx Dry	144.5	90
20121017	2012	10	17	3	291	BAZAN-B21	NOx Dry	117.0	90
20100608	2010	6	8	2	159	BAZAN-B21	NOx Dry	125.0	90
20110712	2011	7	12	2	193	BAZAN-B21	NOx Dry	119.6	90
20120904	2012	9	4	2	248	BAZAN-B21	NOx Dry	113.4	90
20110218	2011	2	18	5	49	BAZAN-B21	NOx Dry	139.9	90
20170414	2017	4	14	5	104	BAZAN-B21	NOx Dry	236.1	90
20120502	2012	5	2	3	123	BAZAN-B21	NOx Dry	129.2	90
20170522	2017	5	22	1	142	BAZAN-B21	NOx Dry	225.9	90
20101124	2010	11	24	3	328	BAZAN-B21	NOx Dry	144.9	90
20110127	2011	1	27	4	27	BAZAN-B21	NOx Dry	178.5	90
20120113	2012	1	13	5	13	BAZAN-B21	NOx Dry	92.5	90
20130109	2013	1	9	3	9	BAZAN-B21	NOx Dry	134.1	90
20100609	2010	6	9	3	160	BAZAN-B21	NOx Dry	124.8	90
20130117	2013	1	17	4	17	BAZAN-B21	NOx Dry	134.5	90
20130920	2013	9	20	5	263	BAZAN-B21	NOx Dry	90.7	90
20100911	2010	9	11	6	254	BAZAN-B21	NOx Dry	135.0	90
20120207	2012	2	7	2	38	BAZAN-B21	NOx Dry	90.9	90
20120421	2012	4	21	6	112	BAZAN-B21	NOx Dry	126.0	90
20101212	2010	12	12	7	346	BAZAN-B21	NOx Dry	154.1	90
20110203	2011	2	3	4	34	BAZAN-B21	NOx Dry	144.9	90
20110319	2011	3	19	6	78	BAZAN-B21	NOx Dry	141.1	90
20120818	2012	8	18	6	231	BAZAN-B21	NOx Dry	108.8	90
20110318	2011	3	18	5	77	BAZAN-B21	NOx Dry	142.0	90
20110108	2011	1	8	6	8	BAZAN-B21	NOx Dry	140.7	90
20110629	2011	6	29	3	180	BAZAN-B21	NOx Dry	273.1	90
20121217	2012	12	17	1	352	BAZAN-B21	NOx Dry	112.7	90
20170416	2017	4	16	7	106	BAZAN-B21	NOx Dry	238.8	90
20121228	2012	12	28	5	363	BAZAN-B21	NOx Dry	135.2	90
20130127	2013	1	27	7	27	BAZAN-B21	NOx Dry	123.6	90
20130913	2013	9	13	5	256	BAZAN-B21	NOx Dry	95.1	90
20110417	2011	4	17	7	107	BAZAN-B21	NOx Dry	156.6	90
20110322	2011	3	22	2	81	BAZAN-B21	NOx Dry	139.9	90
20121116	2012	11	16	5	321	BAZAN-B21	NOx Dry	113.9	90
20110123	2011	1	23	7	23	BAZAN-B21	NOx Dry	144.9	90
20120516	2012	5	16	3	137	BAZAN-B21	NOx Dry	120.8	90
20120318	2012	3	18	7	78	BAZAN-B21	NOx Dry	91.1	90
20110414	2011	4	14	4	104	BAZAN-B21	NOx Dry	139.9	90
20120810	2012	8	10	5	223	BAZAN-B21	NOx Dry	98.7	90
20110503	2011	5	3	2	123	BAZAN-B21	NOx Dry	165.2	90
20120913	2012	9	13	4	257	BAZAN-B21	NOx Dry	115.9	90
20130612	2013	6	12	3	163	BAZAN-B21	NOx Dry	90.9	90
20101201	2010	12	1	3	335	BAZAN-B21	NOx Dry	144.9	90
20100626	2010	6	26	6	177	BAZAN-B21	NOx Dry	124.7	90
20120620	2012	6	20	3	172	BAZAN-B21	NOx Dry	117.1	90
20101213	2010	12	13	1	347	BAZAN-B21	NOx Dry	157.9	90
20130307	2013	3	7	4	66	BAZAN-B21	NOx Dry	134.8	90
20101031	2010	10	31	7	304	BAZAN-B21	NOx Dry	145.0	90
20130103	2013	1	3	4	3	BAZAN-B21	NOx Dry	143.4	90
20110325	2011	3	25	5	84	BAZAN-B21	NOx Dry	139.8	90
20120907	2012	9	7	5	251	BAZAN-B21	NOx Dry	109.1	90
20121030	2012	10	30	2	304	BAZAN-B21	NOx Dry	116.5	90
20130108	2013	1	8	2	8	BAZAN-B21	NOx Dry	135.6	90
20120812	2012	8	12	7	225	BAZAN-B21	NOx Dry	105.6	90
20120811	2012	8	11	6	224	BAZAN-B21	NOx Dry	99.4	90
20100515	2010	5	15	6	135	BAZAN-B21	NOx Dry	124.9	90
20110117	2011	1	17	1	17	BAZAN-B21	NOx Dry	144.9	90
20130104	2013	1	4	5	4	BAZAN-B21	NOx Dry	145.7	90
20120621	2012	6	21	4	173	BAZAN-B21	NOx Dry	117.8	90
20120725	2012	7	25	3	207	BAZAN-B21	NOx Dry	117.2	90
20110225	2011	2	25	5	56	BAZAN-B21	NOx Dry	140.0	90
20110311	2011	3	11	5	70	BAZAN-B21	NOx Dry	141.8	90
20100611	2010	6	11	5	162	BAZAN-B21	NOx Dry	124.8	90
20130703	2013	7	3	3	184	BAZAN-B21	NOx Dry	91.4	90
20101001	2010	10	1	5	274	BAZAN-B21	NOx Dry	144.9	90
20120429	2012	4	29	7	120	BAZAN-B21	NOx Dry	147.4	90
20100826	2010	8	26	4	238	BAZAN-B21	NOx Dry	145.0	90
20120522	2012	5	22	2	143	BAZAN-B21	NOx Dry	130.8	90
20110316	2011	3	16	3	75	BAZAN-B21	NOx Dry	142.0	90
20130408	2013	4	8	1	98	BAZAN-B21	NOx Dry	90.2	90
20121214	2012	12	14	5	349	BAZAN-B21	NOx Dry	116.7	90
20101015	2010	10	15	5	288	BAZAN-B21	NOx Dry	144.9	90
20100820	2010	8	20	5	232	BAZAN-B21	NOx Dry	144.9	90
20101210	2010	12	10	5	344	BAZAN-B21	NOx Dry	162.3	90
20120523	2012	5	23	3	144	BAZAN-B21	NOx Dry	136.0	90
20120316	2012	3	16	5	76	BAZAN-B21	NOx Dry	98.9	90
20130115	2013	1	15	2	15	BAZAN-B21	NOx Dry	131.0	90
20120216	2012	2	16	4	47	BAZAN-B21	NOx Dry	92.6	90
20101007	2010	10	7	4	280	BAZAN-B21	NOx Dry	144.9	90
20170409	2017	4	9	7	99	BAZAN-B21	NOx Dry	231.2	90
20100723	2010	7	23	5	204	BAZAN-B21	NOx Dry	125.0	90
20121106	2012	11	6	2	311	BAZAN-B21	NOx Dry	100.2	90
20130111	2013	1	11	5	11	BAZAN-B21	NOx Dry	135.4	90
20121102	2012	11	2	5	307	BAZAN-B21	NOx Dry	106.3	90
20101217	2010	12	17	5	351	BAZAN-B21	NOx Dry	139.8	90
20100628	2010	6	28	1	179	BAZAN-B21	NOx Dry	125.1	90
20120201	2012	2	1	3	32	BAZAN-B21	NOx Dry	90.1	90
20121209	2012	12	9	7	344	BAZAN-B21	NOx Dry	116.7	90
20110403	2011	4	3	7	93	BAZAN-B21	NOx Dry	140.0	90
20170505	2017	5	5	5	125	BAZAN-B21	NOx Dry	237.9	90
20120423	2012	4	23	1	114	BAZAN-B21	NOx Dry	116.6	90
20100528	2010	5	28	5	148	BAZAN-B21	NOx Dry	125.0	90
20130326	2013	3	26	2	85	BAZAN-B21	NOx Dry	131.3	90
20101204	2010	12	4	6	338	BAZAN-B21	NOx Dry	142.0	90
20120525	2012	5	25	5	146	BAZAN-B21	NOx Dry	123.5	90
20110124	2011	1	24	1	24	BAZAN-B21	NOx Dry	145.0	90
20121003	2012	10	3	3	277	BAZAN-B21	NOx Dry	118.1	90
20130403	2013	4	3	3	93	BAZAN-B21	NOx Dry	92.8	90
20120426	2012	4	26	4	117	BAZAN-B21	NOx Dry	152.1	90
20120416	2012	4	16	1	107	BAZAN-B21	NOx Dry	132.3	90
20100904	2010	9	4	6	247	BAZAN-B21	NOx Dry	145.0	90
20120701	2012	7	1	7	183	BAZAN-B21	NOx Dry	111.8	90
20110317	2011	3	17	4	76	BAZAN-B21	NOx Dry	141.8	90
20101106	2010	11	6	6	310	BAZAN-B21	NOx Dry	144.8	90
20120719	2012	7	19	4	201	BAZAN-B21	NOx Dry	120.6	90
20100914	2010	9	14	2	257	BAZAN-B21	NOx Dry	145.0	90
20130914	2013	9	14	6	257	BAZAN-B21	NOx Dry	92.8	90
20100521	2010	5	21	5	141	BAZAN-B21	NOx Dry	125.0	90
20121221	2012	12	21	5	356	BAZAN-B21	NOx Dry	139.5	90
20110130	2011	1	30	7	30	BAZAN-B21	NOx Dry	219.2	90
20101127	2010	11	27	6	331	BAZAN-B21	NOx Dry	144.9	90
20121207	2012	12	7	5	342	BAZAN-B21	NOx Dry	121.2	90
20121130	2012	11	30	5	335	BAZAN-B21	NOx Dry	114.8	90
20110808	2011	8	8	1	220	BAZAN-B21	NOx Dry	102.0	90
20110217	2011	2	17	4	48	BAZAN-B21	NOx Dry	139.9	90
20101017	2010	10	17	7	290	BAZAN-B21	NOx Dry	144.9	90
20100719	2010	7	19	1	200	BAZAN-B21	NOx Dry	124.8	90
20120726	2012	7	26	4	208	BAZAN-B21	NOx Dry	120.8	90
20170526	2017	5	26	5	146	BAZAN-B21	NOx Dry	213.5	90
20120307	2012	3	7	3	67	BAZAN-B21	NOx Dry	115.4	90
20170331	2017	3	31	5	90	BAZAN-B21	NOx Dry	201.5	90
20120629	2012	6	29	5	181	BAZAN-B21	NOx Dry	110.0	90
20121026	2012	10	26	5	300	BAZAN-B21	NOx Dry	113.4	90
20110103	2011	1	3	1	3	BAZAN-B21	NOx Dry	145.2	90
20120713	2012	7	13	5	195	BAZAN-B21	NOx Dry	110.0	90
20101010	2010	10	10	7	283	BAZAN-B21	NOx Dry	144.7	90
20100526	2010	5	26	3	146	BAZAN-B21	NOx Dry	124.5	90
20130909	2013	9	9	1	252	BAZAN-B21	NOx Dry	90.7	90
20101101	2010	11	1	1	305	BAZAN-B21	NOx Dry	145.0	90
20120425	2012	4	25	3	116	BAZAN-B21	NOx Dry	116.9	90
20110428	2011	4	28	4	118	BAZAN-B21	NOx Dry	139.9	90
20121225	2012	12	25	2	360	BAZAN-B21	NOx Dry	127.5	90
20131001	2013	10	1	2	274	BAZAN-B21	NOx Dry	91.7	90
20110628	2011	6	28	2	179	BAZAN-B21	NOx Dry	265.2	90
20130831	2013	8	31	6	243	BAZAN-B21	NOx Dry	94.5	90
20110212	2011	2	12	6	43	BAZAN-B21	NOx Dry	145.1	90
20110116	2011	1	16	7	16	BAZAN-B21	NOx Dry	145.3	90
20120526	2012	5	26	6	147	BAZAN-B21	NOx Dry	127.0	90
20110213	2011	2	13	7	44	BAZAN-B21	NOx Dry	144.9	90
20121224	2012	12	24	1	359	BAZAN-B21	NOx Dry	136.9	90
20110810	2011	8	10	3	222	BAZAN-B21	NOx Dry	96.5	90
20120219	2012	2	19	7	50	BAZAN-B21	NOx Dry	93.5	90
20110216	2011	2	16	3	47	BAZAN-B21	NOx Dry	153.5	90
20121103	2012	11	3	6	308	BAZAN-B21	NOx Dry	121.7	90
20100610	2010	6	10	4	161	BAZAN-B21	NOx Dry	124.8	90
20110419	2011	4	19	2	109	BAZAN-B21	NOx Dry	139.9	90
20100819	2010	8	19	4	231	BAZAN-B21	NOx Dry	144.9	90
20121010	2012	10	10	3	284	BAZAN-B21	NOx Dry	105.6	90
20100617	2010	6	17	4	168	BAZAN-B21	NOx Dry	124.3	90
20130210	2013	2	10	7	41	BAZAN-B21	NOx Dry	131.5	90
20110331	2011	3	31	4	90	BAZAN-B21	NOx Dry	139.9	90
20120411	2012	4	11	3	102	BAZAN-B21	NOx Dry	131.4	90
20110731	2011	7	31	7	212	BAZAN-B21	NOx Dry	91.0	90
20130702	2013	7	2	2	183	BAZAN-B21	NOx Dry	91.1	90
20110506	2011	5	6	5	126	BAZAN-B21	NOx Dry	144.9	90
20130201	2013	2	1	5	32	BAZAN-B21	NOx Dry	126.1	90
20120217	2012	2	17	5	48	BAZAN-B21	NOx Dry	94.1	90
20170330	2017	3	30	4	89	BAZAN-B21	NOx Dry	101.9	90
20100804	2010	8	4	3	216	BAZAN-B21	NOx Dry	144.9	90
20121208	2012	12	8	6	343	BAZAN-B21	NOx Dry	116.8	90
20120905	2012	9	5	3	249	BAZAN-B21	NOx Dry	99.5	90
20111113	2011	11	13	7	317	BAZAN-B21	NOx Dry	90.7	90
20120614	2012	6	14	4	166	BAZAN-B21	NOx Dry	126.7	90
20121120	2012	11	20	2	325	BAZAN-B21	NOx Dry	115.5	90
20100902	2010	9	2	4	245	BAZAN-B21	NOx Dry	145.0	90
20110312	2011	3	12	6	71	BAZAN-B21	NOx Dry	141.9	90
20120729	2012	7	29	7	211	BAZAN-B21	NOx Dry	96.4	90
20100817	2010	8	17	2	229	BAZAN-B21	NOx Dry	145.0	90
20110220	2011	2	20	7	51	BAZAN-B21	NOx Dry	139.9	90
20120608	2012	6	8	5	160	BAZAN-B21	NOx Dry	136.6	90
20110227	2011	2	27	7	58	BAZAN-B21	NOx Dry	139.9	90
20121222	2012	12	22	6	357	BAZAN-B21	NOx Dry	133.6	90
20120512	2012	5	12	6	133	BAZAN-B21	NOx Dry	129.2	90
20100823	2010	8	23	1	235	BAZAN-B21	NOx Dry	144.9	90
20170501	2017	5	1	1	121	BAZAN-B21	NOx Dry	225.5	90
20130719	2013	7	19	5	200	BAZAN-B21	NOx Dry	90.7	90
20120910	2012	9	10	1	254	BAZAN-B21	NOx Dry	115.0	90
20120819	2012	8	19	7	232	BAZAN-B21	NOx Dry	106.9	90
20100601	2010	6	1	2	152	BAZAN-B21	NOx Dry	125.0	90
20110315	2011	3	15	2	74	BAZAN-B21	NOx Dry	141.9	90
20170424	2017	4	24	1	114	BAZAN-B21	NOx Dry	270.5	90
20121024	2012	10	24	3	298	BAZAN-B21	NOx Dry	138.6	90
20100620	2010	6	20	7	171	BAZAN-B21	NOx Dry	124.5	90
20110422	2011	4	22	5	112	BAZAN-B21	NOx Dry	139.9	90
20130919	2013	9	19	4	262	BAZAN-B21	NOx Dry	91.2	90
20170523	2017	5	23	2	143	BAZAN-B21	NOx Dry	228.2	90
20131005	2013	10	5	6	278	BAZAN-B21	NOx Dry	90.9	90
20100603	2010	6	3	4	154	BAZAN-B21	NOx Dry	125.0	90
20110925	2011	9	25	7	268	BAZAN-B21	NOx Dry	91.0	90
20120914	2012	9	14	5	258	BAZAN-B21	NOx Dry	116.4	90
20110129	2011	1	29	6	29	BAZAN-B21	NOx Dry	222.8	90
20120215	2012	2	15	3	46	BAZAN-B21	NOx Dry	91.1	90
20110102	2011	1	2	7	2	BAZAN-B21	NOx Dry	145.5	90
20120924	2012	9	24	1	268	BAZAN-B21	NOx Dry	116.8	90
20130122	2013	1	22	2	22	BAZAN-B21	NOx Dry	132.0	90
20130303	2013	3	3	7	62	BAZAN-B21	NOx Dry	132.7	90
20101110	2010	11	10	3	314	BAZAN-B21	NOx Dry	144.9	90
20121211	2012	12	11	2	346	BAZAN-B21	NOx Dry	415.6	90
20120808	2012	8	8	3	221	BAZAN-B21	NOx Dry	96.1	90
20120723	2012	7	23	1	205	BAZAN-B21	NOx Dry	136.5	90
20100830	2010	8	30	1	242	BAZAN-B21	NOx Dry	145.3	90
20120409	2012	4	9	1	100	BAZAN-B21	NOx Dry	123.2	90
20110112	2011	1	12	3	12	BAZAN-B21	NOx Dry	144.8	90
20100527	2010	5	27	4	147	BAZAN-B21	NOx Dry	124.8	90
20170502	2017	5	2	2	122	BAZAN-B21	NOx Dry	239.8	90
20170406	2017	4	6	4	96	BAZAN-B21	NOx Dry	214.8	90
20130216	2013	2	16	6	47	BAZAN-B21	NOx Dry	129.8	90
20110309	2011	3	9	3	68	BAZAN-B21	NOx Dry	141.3	90
20120116	2012	1	16	1	16	BAZAN-B21	NOx Dry	110.0	90
20101230	2010	12	30	4	364	BAZAN-B21	NOx Dry	145.2	90
20121109	2012	11	9	5	314	BAZAN-B21	NOx Dry	114.2	90
20100731	2010	7	31	6	212	BAZAN-B21	NOx Dry	144.8	90
20100703	2010	7	3	6	184	BAZAN-B21	NOx Dry	122.9	90
20101006	2010	10	6	3	279	BAZAN-B21	NOx Dry	144.9	90
20100912	2010	9	12	7	255	BAZAN-B21	NOx Dry	155.4	90
20131010	2013	10	10	4	283	BAZAN-B21	NOx Dry	90.8	90
20130706	2013	7	6	6	187	BAZAN-B21	NOx Dry	90.6	90
20120622	2012	6	22	5	174	BAZAN-B21	NOx Dry	117.3	90
20121018	2012	10	18	4	292	BAZAN-B21	NOx Dry	115.4	90
20120601	2012	6	1	5	153	BAZAN-B21	NOx Dry	133.6	90
20130325	2013	3	25	1	84	BAZAN-B21	NOx Dry	128.9	90
20131009	2013	10	9	3	282	BAZAN-B21	NOx Dry	90.1	90
20100624	2010	6	24	4	175	BAZAN-B21	NOx Dry	127.9	90
20100627	2010	6	27	7	178	BAZAN-B21	NOx Dry	124.8	90
20121107	2012	11	7	3	312	BAZAN-B21	NOx Dry	97.1	90
20130728	2013	7	28	7	209	BAZAN-B21	NOx Dry	91.4	90
20121231	2012	12	31	1	366	BAZAN-B21	NOx Dry	135.4	90
20100713	2010	7	13	2	194	BAZAN-B21	NOx Dry	125.0	90
20130208	2013	2	8	5	39	BAZAN-B21	NOx Dry	110.8	90
20120503	2012	5	3	4	124	BAZAN-B21	NOx Dry	131.5	90
20120906	2012	9	6	4	250	BAZAN-B21	NOx Dry	97.6	90
20130618	2013	6	18	2	169	BAZAN-B21	NOx Dry	90.4	90
20130212	2013	2	12	2	43	BAZAN-B21	NOx Dry	126.7	90
20170422	2017	4	22	6	112	BAZAN-B21	NOx Dry	225.2	90
20170426	2017	4	26	3	116	BAZAN-B21	NOx Dry	248.2	90
20101130	2010	11	30	2	334	BAZAN-B21	NOx Dry	144.8	90
20130617	2013	6	17	1	168	BAZAN-B21	NOx Dry	90.3	90
20130309	2013	3	9	6	68	BAZAN-B21	NOx Dry	139.2	90
20121114	2012	11	14	3	319	BAZAN-B21	NOx Dry	115.7	90
20100813	2010	8	13	5	225	BAZAN-B21	NOx Dry	134.9	90
20130924	2013	9	24	2	267	BAZAN-B21	NOx Dry	90.7	90
20101003	2010	10	3	7	276	BAZAN-B21	NOx Dry	133.4	90
20120417	2012	4	17	2	108	BAZAN-B21	NOx Dry	130.3	90
20101228	2010	12	28	2	362	BAZAN-B21	NOx Dry	135.1	90
20120305	2012	3	5	1	65	BAZAN-B21	NOx Dry	96.4	90
20110321	2011	3	21	1	80	BAZAN-B21	NOx Dry	147.7	90
20101216	2010	12	16	4	350	BAZAN-B21	NOx Dry	139.9	90
20120609	2012	6	9	6	161	BAZAN-B21	NOx Dry	114.0	90
20100715	2010	7	15	4	196	BAZAN-B21	NOx Dry	124.8	90
20130907	2013	9	7	6	250	BAZAN-B21	NOx Dry	90.8	90
20130904	2013	9	4	3	247	BAZAN-B21	NOx Dry	93.9	90
20120809	2012	8	9	4	222	BAZAN-B21	NOx Dry	97.8	90
20110120	2011	1	20	4	20	BAZAN-B21	NOx Dry	144.9	90
20130112	2013	1	12	6	12	BAZAN-B21	NOx Dry	137.8	90
20120718	2012	7	18	3	200	BAZAN-B21	NOx Dry	117.5	90
20110715	2011	7	15	5	196	BAZAN-B21	NOx Dry	129.1	90
20110724	2011	7	24	7	205	BAZAN-B21	NOx Dry	112.3	90
20170524	2017	5	24	3	144	BAZAN-B21	NOx Dry	231.7	90
20110307	2011	3	7	1	66	BAZAN-B21	NOx Dry	153.2	90
20100829	2010	8	29	7	241	BAZAN-B21	NOx Dry	144.9	90
20100622	2010	6	22	2	173	BAZAN-B21	NOx Dry	124.8	90
20101116	2010	11	16	2	320	BAZAN-B21	NOx Dry	115.6	90
20130918	2013	9	18	3	261	BAZAN-B21	NOx Dry	92.3	90
20110410	2011	4	10	7	100	BAZAN-B21	NOx Dry	139.9	90
20120505	2012	5	5	6	126	BAZAN-B21	NOx Dry	120.6	90
20101114	2010	11	14	7	318	BAZAN-B21	NOx Dry	145.0	90
20130116	2013	1	16	3	16	BAZAN-B21	NOx Dry	129.4	90
20100531	2010	5	31	1	151	BAZAN-B21	NOx Dry	125.0	90
20100630	2010	6	30	3	181	BAZAN-B21	NOx Dry	125.2	90
20110425	2011	4	25	1	115	BAZAN-B21	NOx Dry	139.9	90
20130128	2013	1	28	1	28	BAZAN-B21	NOx Dry	123.0	90
20130223	2013	2	23	6	54	BAZAN-B21	NOx Dry	133.1	90
20170516	2017	5	16	2	136	BAZAN-B21	NOx Dry	200.3	90
20100705	2010	7	5	1	186	BAZAN-B21	NOx Dry	98.7	90
20100512	2010	5	12	3	132	BAZAN-B21	NOx Dry	124.9	90
20100920	2010	9	20	1	263	BAZAN-B21	NOx Dry	119.1	90
20100809	2010	8	9	1	221	BAZAN-B21	NOx Dry	138.4	90
20110424	2011	4	24	7	114	BAZAN-B21	NOx Dry	139.9	90
20130827	2013	8	27	2	239	BAZAN-B21	NOx Dry	93.6	90
20121023	2012	10	23	2	297	BAZAN-B21	NOx Dry	120.2	90
20100926	2010	9	26	7	269	BAZAN-B21	NOx Dry	139.4	90
20110115	2011	1	15	6	15	BAZAN-B21	NOx Dry	144.7	90
20121012	2012	10	12	5	286	BAZAN-B21	NOx Dry	103.4	90
20130906	2013	9	6	5	249	BAZAN-B21	NOx Dry	93.9	90
20101028	2010	10	28	4	301	BAZAN-B21	NOx Dry	144.9	90
20130916	2013	9	16	1	259	BAZAN-B21	NOx Dry	91.7	90
20130625	2013	6	25	2	176	BAZAN-B21	NOx Dry	91.9	90
20100721	2010	7	21	3	202	BAZAN-B21	NOx Dry	124.9	90
20100530	2010	5	30	7	150	BAZAN-B21	NOx Dry	124.9	90
20101225	2010	12	25	6	359	BAZAN-B21	NOx Dry	144.9	90
20101227	2010	12	27	1	361	BAZAN-B21	NOx Dry	134.7	90
20101209	2010	12	9	4	343	BAZAN-B21	NOx Dry	145.4	90
20100625	2010	6	25	5	176	BAZAN-B21	NOx Dry	124.8	90
20120714	2012	7	14	6	196	BAZAN-B21	NOx Dry	110.7	90
20101025	2010	10	25	1	298	BAZAN-B21	NOx Dry	144.7	90
20170410	2017	4	10	1	100	BAZAN-B21	NOx Dry	246.2	90
20120710	2012	7	10	2	192	BAZAN-B21	NOx Dry	124.1	90
20110405	2011	4	5	2	95	BAZAN-B21	NOx Dry	139.9	90
20110114	2011	1	14	5	14	BAZAN-B21	NOx Dry	144.9	90
20130209	2013	2	9	6	40	BAZAN-B21	NOx Dry	130.5	90
20111002	2011	10	2	7	275	BAZAN-B21	NOx Dry	91.3	90
20170429	2017	4	29	6	119	BAZAN-B21	NOx Dry	235.2	90
20120518	2012	5	18	5	139	BAZAN-B21	NOx Dry	125.6	90
20101205	2010	12	5	7	339	BAZAN-B21	NOx Dry	143.5	90
20120623	2012	6	23	6	175	BAZAN-B21	NOx Dry	117.7	90
20120806	2012	8	6	1	219	BAZAN-B21	NOx Dry	95.5	90
20110224	2011	2	24	4	55	BAZAN-B21	NOx Dry	140.0	90
20130928	2013	9	28	6	271	BAZAN-B21	NOx Dry	90.9	90
20110717	2011	7	17	7	198	BAZAN-B21	NOx Dry	95.1	90
20101020	2010	10	20	3	293	BAZAN-B21	NOx Dry	144.9	90
20110205	2011	2	5	6	36	BAZAN-B21	NOx Dry	144.9	90
20110427	2011	4	27	3	117	BAZAN-B21	NOx Dry	139.9	90
20130704	2013	7	4	4	185	BAZAN-B21	NOx Dry	91.0	90
20130729	2013	7	29	1	210	BAZAN-B21	NOx Dry	91.1	90
20121202	2012	12	2	7	337	BAZAN-B21	NOx Dry	115.6	90
20110421	2011	4	21	4	111	BAZAN-B21	NOx Dry	139.9	90
20130203	2013	2	3	7	34	BAZAN-B21	NOx Dry	130.6	90
20170503	2017	5	3	3	123	BAZAN-B21	NOx Dry	240.0	90
20121016	2012	10	16	2	290	BAZAN-B21	NOx Dry	115.2	90
20110716	2011	7	16	6	197	BAZAN-B21	NOx Dry	112.7	90
20120814	2012	8	14	2	227	BAZAN-B21	NOx Dry	112.8	90
20110905	2011	9	5	1	248	BAZAN-B21	NOx Dry	91.3	90
20130925	2013	9	25	3	268	BAZAN-B21	NOx Dry	90.1	90
20120820	2012	8	20	1	233	BAZAN-B21	NOx Dry	106.5	90
20130922	2013	9	22	7	265	BAZAN-B21	NOx Dry	90.2	90
20110107	2011	1	7	5	7	BAZAN-B21	NOx Dry	141.0	90
20110310	2011	3	10	4	69	BAZAN-B21	NOx Dry	141.9	90
20111219	2011	12	19	1	353	BAZAN-B21	NOx Dry	147.4	90
20110308	2011	3	8	2	67	BAZAN-B21	NOx Dry	199.8	90
20100901	2010	9	1	3	244	BAZAN-B21	NOx Dry	144.9	90
20110719	2011	7	19	2	200	BAZAN-B21	NOx Dry	97.5	90
20110504	2011	5	4	3	124	BAZAN-B21	NOx Dry	167.4	90
20110927	2011	9	27	2	270	BAZAN-B21	NOx Dry	92.2	90
20130107	2013	1	7	1	7	BAZAN-B21	NOx Dry	136.1	90
20101119	2010	11	19	5	323	BAZAN-B21	NOx Dry	145.0	90
20130718	2013	7	18	4	199	BAZAN-B21	NOx Dry	91.1	90
